date,hour,demand,newdatetime,hour_of_day,day_of_month,month_of_year,year,quarter_of_year,week_of_year,day_of_year,day_of_week
2018-09-09,17,93,2018-09-09 17:00:00,17,9,9,2018,3,36,252,6
2018-09-09,18,20,2018-09-09 18:00:00,18,9,9,2018,3,36,252,6
2018-09-09,20,27,2018-09-09 20:00:00,20,9,9,2018,3,36,252,6
2018-09-09,21,63,2018-09-09 21:00:00,21,9,9,2018,3,36,252,6
2018-09-09,23,79,2018-09-09 23:00:00,23,9,9,2018,3,36,252,6
2018-09-10,0,18,2018-09-10 00:00:00,0,10,9,2018,3,37,253,0
2018-09-10,1,83,2018-09-10 01:00:00,1,10,9,2018,3,37,253,0
2018-09-10,5,61,2018-09-10 05:00:00,5,10,9,2018,3,37,253,0
2018-09-10,7,19,2018-09-10 07:00:00,7,10,9,2018,3,37,253,0
2018-09-10,8,47,2018-09-10 08:00:00,8,10,9,2018,3,37,253,0
2018-09-10,9,56,2018-09-10 09:00:00,9,10,9,2018,3,37,253,0
2018-09-10,10,26,2018-09-10 10:00:00,10,10,9,2018,3,37,253,0
2018-09-10,11,64,2018-09-10 11:00:00,11,10,9,2018,3,37,253,0
2018-09-10,12,63,2018-09-10 12:00:00,12,10,9,2018,3,37,253,0
2018-09-10,13,62,2018-09-10 13:00:00,13,10,9,2018,3,37,253,0
2018-09-10,14,73,2018-09-10 14:00:00,14,10,9,2018,3,37,253,0
2018-09-10,15,96,2018-09-10 15:00:00,15,10,9,2018,3,37,253,0
2018-09-10,16,49,2018-09-10 16:00:00,16,10,9,2018,3,37,253,0
2018-09-10,17,66,2018-09-10 17:00:00,17,10,9,2018,3,37,253,0
2018-09-10,18,90,2018-09-10 18:00:00,18,10,9,2018,3,37,253,0
2018-09-10,19,11,2018-09-10 19:00:00,19,10,9,2018,3,37,253,0
2018-09-10,21,94,2018-09-10 21:00:00,21,10,9,2018,3,37,253,0
2018-09-11,6,61,2018-09-11 06:00:00,6,11,9,2018,3,37,254,1
2018-09-11,7,98,2018-09-11 07:00:00,7,11,9,2018,3,37,254,1
2018-09-11,8,29,2018-09-11 08:00:00,8,11,9,2018,3,37,254,1
2018-09-11,9,65,2018-09-11 09:00:00,9,11,9,2018,3,37,254,1
2018-09-11,10,59,2018-09-11 10:00:00,10,11,9,2018,3,37,254,1
2018-09-11,11,70,2018-09-11 11:00:00,11,11,9,2018,3,37,254,1
2018-09-11,12,79,2018-09-11 12:00:00,12,11,9,2018,3,37,254,1
2018-09-11,13,33,2018-09-11 13:00:00,13,11,9,2018,3,37,254,1
2018-09-11,14,45,2018-09-11 14:00:00,14,11,9,2018,3,37,254,1
2018-09-11,15,38,2018-09-11 15:00:00,15,11,9,2018,3,37,254,1
2018-09-11,16,74,2018-09-11 16:00:00,16,11,9,2018,3,37,254,1
2018-09-11,17,104,2018-09-11 17:00:00,17,11,9,2018,3,37,254,1
2018-09-11,18,53,2018-09-11 18:00:00,18,11,9,2018,3,37,254,1
2018-09-11,19,61,2018-09-11 19:00:00,19,11,9,2018,3,37,254,1
2018-09-11,20,38,2018-09-11 20:00:00,20,11,9,2018,3,37,254,1
2018-09-11,21,93,2018-09-11 21:00:00,21,11,9,2018,3,37,254,1
2018-09-12,6,54,2018-09-12 06:00:00,6,12,9,2018,3,37,255,2
2018-09-12,7,48,2018-09-12 07:00:00,7,12,9,2018,3,37,255,2
2018-09-12,8,59,2018-09-12 08:00:00,8,12,9,2018,3,37,255,2
2018-09-12,9,33,2018-09-12 09:00:00,9,12,9,2018,3,37,255,2
2018-09-12,10,66,2018-09-12 10:00:00,10,12,9,2018,3,37,255,2
2018-09-12,11,12,2018-09-12 11:00:00,11,12,9,2018,3,37,255,2
2018-09-12,12,64,2018-09-12 12:00:00,12,12,9,2018,3,37,255,2
2018-09-12,13,12,2018-09-12 13:00:00,13,12,9,2018,3,37,255,2
2018-09-12,14,68,2018-09-12 14:00:00,14,12,9,2018,3,37,255,2
2018-09-12,15,79,2018-09-12 15:00:00,15,12,9,2018,3,37,255,2
2018-09-12,16,63,2018-09-12 16:00:00,16,12,9,2018,3,37,255,2
2018-09-12,17,87,2018-09-12 17:00:00,17,12,9,2018,3,37,255,2
2018-09-12,18,77,2018-09-12 18:00:00,18,12,9,2018,3,37,255,2
2018-09-12,19,51,2018-09-12 19:00:00,19,12,9,2018,3,37,255,2
2018-09-12,20,4,2018-09-12 20:00:00,20,12,9,2018,3,37,255,2
2018-09-12,22,99,2018-09-12 22:00:00,22,12,9,2018,3,37,255,2
2018-09-13,5,3,2018-09-13 05:00:00,5,13,9,2018,3,37,256,3
2018-09-13,6,34,2018-09-13 06:00:00,6,13,9,2018,3,37,256,3
2018-09-13,7,71,2018-09-13 07:00:00,7,13,9,2018,3,37,256,3
2018-09-13,8,70,2018-09-13 08:00:00,8,13,9,2018,3,37,256,3
2018-09-13,9,16,2018-09-13 09:00:00,9,13,9,2018,3,37,256,3
2018-09-13,10,71,2018-09-13 10:00:00,10,13,9,2018,3,37,256,3
2018-09-13,11,87,2018-09-13 11:00:00,11,13,9,2018,3,37,256,3
2018-09-13,12,108,2018-09-13 12:00:00,12,13,9,2018,3,37,256,3
2018-09-13,13,20,2018-09-13 13:00:00,13,13,9,2018,3,37,256,3
2018-09-13,14,12,2018-09-13 14:00:00,14,13,9,2018,3,37,256,3
2018-09-13,15,91,2018-09-13 15:00:00,15,13,9,2018,3,37,256,3
2018-09-13,16,39,2018-09-13 16:00:00,16,13,9,2018,3,37,256,3
2018-09-13,17,33,2018-09-13 17:00:00,17,13,9,2018,3,37,256,3
2018-09-13,18,54,2018-09-13 18:00:00,18,13,9,2018,3,37,256,3
2018-09-13,19,72,2018-09-13 19:00:00,19,13,9,2018,3,37,256,3
2018-09-13,20,22,2018-09-13 20:00:00,20,13,9,2018,3,37,256,3
2018-09-13,23,85,2018-09-13 23:00:00,23,13,9,2018,3,37,256,3
2018-09-14,6,94,2018-09-14 06:00:00,6,14,9,2018,3,37,257,4
2018-09-14,7,53,2018-09-14 07:00:00,7,14,9,2018,3,37,257,4
2018-09-14,8,35,2018-09-14 08:00:00,8,14,9,2018,3,37,257,4
2018-09-14,9,60,2018-09-14 09:00:00,9,14,9,2018,3,37,257,4
2018-09-14,10,69,2018-09-14 10:00:00,10,14,9,2018,3,37,257,4
2018-09-14,11,89,2018-09-14 11:00:00,11,14,9,2018,3,37,257,4
2018-09-14,12,65,2018-09-14 12:00:00,12,14,9,2018,3,37,257,4
2018-09-14,13,66,2018-09-14 13:00:00,13,14,9,2018,3,37,257,4
2018-09-14,14,53,2018-09-14 14:00:00,14,14,9,2018,3,37,257,4
2018-09-14,15,88,2018-09-14 15:00:00,15,14,9,2018,3,37,257,4
2018-09-14,16,73,2018-09-14 16:00:00,16,14,9,2018,3,37,257,4
2018-09-14,17,24,2018-09-14 17:00:00,17,14,9,2018,3,37,257,4
2018-09-14,18,91,2018-09-14 18:00:00,18,14,9,2018,3,37,257,4
2018-09-14,19,104,2018-09-14 19:00:00,19,14,9,2018,3,37,257,4
2018-09-14,20,100,2018-09-14 20:00:00,20,14,9,2018,3,37,257,4
2018-09-14,21,35,2018-09-14 21:00:00,21,14,9,2018,3,37,257,4
2018-09-14,22,8,2018-09-14 22:00:00,22,14,9,2018,3,37,257,4
2018-09-14,23,66,2018-09-14 23:00:00,23,14,9,2018,3,37,257,4
2018-09-15,3,101,2018-09-15 03:00:00,3,15,9,2018,3,37,258,5
2018-09-15,9,98,2018-09-15 09:00:00,9,15,9,2018,3,37,258,5
2018-09-15,10,82,2018-09-15 10:00:00,10,15,9,2018,3,37,258,5
2018-09-15,11,61,2018-09-15 11:00:00,11,15,9,2018,3,37,258,5
2018-09-15,12,34,2018-09-15 12:00:00,12,15,9,2018,3,37,258,5
2018-09-15,13,58,2018-09-15 13:00:00,13,15,9,2018,3,37,258,5
2018-09-15,14,98,2018-09-15 14:00:00,14,15,9,2018,3,37,258,5
2018-09-15,15,57,2018-09-15 15:00:00,15,15,9,2018,3,37,258,5
2018-09-15,16,81,2018-09-15 16:00:00,16,15,9,2018,3,37,258,5
2018-09-15,17,40,2018-09-15 17:00:00,17,15,9,2018,3,37,258,5
2018-09-15,18,53,2018-09-15 18:00:00,18,15,9,2018,3,37,258,5
2018-09-15,19,70,2018-09-15 19:00:00,19,15,9,2018,3,37,258,5
2018-09-15,21,83,2018-09-15 21:00:00,21,15,9,2018,3,37,258,5
2018-09-15,22,23,2018-09-15 22:00:00,22,15,9,2018,3,37,258,5
2018-09-16,1,53,2018-09-16 01:00:00,1,16,9,2018,3,37,259,6
2018-09-16,2,32,2018-09-16 02:00:00,2,16,9,2018,3,37,259,6
2018-09-16,7,24,2018-09-16 07:00:00,7,16,9,2018,3,37,259,6
2018-09-16,8,52,2018-09-16 08:00:00,8,16,9,2018,3,37,259,6
2018-09-16,9,14,2018-09-16 09:00:00,9,16,9,2018,3,37,259,6
2018-09-16,10,33,2018-09-16 10:00:00,10,16,9,2018,3,37,259,6
2018-09-16,11,19,2018-09-16 11:00:00,11,16,9,2018,3,37,259,6
2018-09-16,12,111,2018-09-16 12:00:00,12,16,9,2018,3,37,259,6
2018-09-16,13,32,2018-09-16 13:00:00,13,16,9,2018,3,37,259,6
2018-09-16,14,26,2018-09-16 14:00:00,14,16,9,2018,3,37,259,6
2018-09-16,15,34,2018-09-16 15:00:00,15,16,9,2018,3,37,259,6
2018-09-16,16,103,2018-09-16 16:00:00,16,16,9,2018,3,37,259,6
2018-09-16,17,116,2018-09-16 17:00:00,17,16,9,2018,3,37,259,6
2018-09-16,18,25,2018-09-16 18:00:00,18,16,9,2018,3,37,259,6
2018-09-16,19,21,2018-09-16 19:00:00,19,16,9,2018,3,37,259,6
2018-09-16,21,97,2018-09-16 21:00:00,21,16,9,2018,3,37,259,6
2018-09-17,6,68,2018-09-17 06:00:00,6,17,9,2018,3,38,260,0
2018-09-17,7,42,2018-09-17 07:00:00,7,17,9,2018,3,38,260,0
2018-09-17,8,20,2018-09-17 08:00:00,8,17,9,2018,3,38,260,0
2018-09-17,9,86,2018-09-17 09:00:00,9,17,9,2018,3,38,260,0
2018-09-17,10,41,2018-09-17 10:00:00,10,17,9,2018,3,38,260,0
2018-09-17,11,72,2018-09-17 11:00:00,11,17,9,2018,3,38,260,0
2018-09-17,12,27,2018-09-17 12:00:00,12,17,9,2018,3,38,260,0
2018-09-17,13,43,2018-09-17 13:00:00,13,17,9,2018,3,38,260,0
2018-09-17,14,109,2018-09-17 14:00:00,14,17,9,2018,3,38,260,0
2018-09-17,15,70,2018-09-17 15:00:00,15,17,9,2018,3,38,260,0
2018-09-17,16,97,2018-09-17 16:00:00,16,17,9,2018,3,38,260,0
2018-09-17,17,42,2018-09-17 17:00:00,17,17,9,2018,3,38,260,0
2018-09-17,18,19,2018-09-17 18:00:00,18,17,9,2018,3,38,260,0
2018-09-17,19,94,2018-09-17 19:00:00,19,17,9,2018,3,38,260,0
2018-09-17,20,53,2018-09-17 20:00:00,20,17,9,2018,3,38,260,0
2018-09-17,21,77,2018-09-17 21:00:00,21,17,9,2018,3,38,260,0
2018-09-17,22,20,2018-09-17 22:00:00,22,17,9,2018,3,38,260,0
2018-09-17,23,11,2018-09-17 23:00:00,23,17,9,2018,3,38,260,0
2018-09-18,7,78,2018-09-18 07:00:00,7,18,9,2018,3,38,261,1
2018-09-18,8,92,2018-09-18 08:00:00,8,18,9,2018,3,38,261,1
2018-09-18,9,68,2018-09-18 09:00:00,9,18,9,2018,3,38,261,1
2018-09-18,10,89,2018-09-18 10:00:00,10,18,9,2018,3,38,261,1
2018-09-18,11,77,2018-09-18 11:00:00,11,18,9,2018,3,38,261,1
2018-09-18,12,52,2018-09-18 12:00:00,12,18,9,2018,3,38,261,1
2018-09-18,13,41,2018-09-18 13:00:00,13,18,9,2018,3,38,261,1
2018-09-18,14,69,2018-09-18 14:00:00,14,18,9,2018,3,38,261,1
2018-09-18,15,23,2018-09-18 15:00:00,15,18,9,2018,3,38,261,1
2018-09-18,16,72,2018-09-18 16:00:00,16,18,9,2018,3,38,261,1
2018-09-18,17,27,2018-09-18 17:00:00,17,18,9,2018,3,38,261,1
2018-09-18,18,37,2018-09-18 18:00:00,18,18,9,2018,3,38,261,1
2018-09-18,19,12,2018-09-18 19:00:00,19,18,9,2018,3,38,261,1
2018-09-18,20,58,2018-09-18 20:00:00,20,18,9,2018,3,38,261,1
2018-09-18,21,71,2018-09-18 21:00:00,21,18,9,2018,3,38,261,1
2018-09-18,22,20,2018-09-18 22:00:00,22,18,9,2018,3,38,261,1
2018-09-19,6,24,2018-09-19 06:00:00,6,19,9,2018,3,38,262,2
2018-09-19,8,18,2018-09-19 08:00:00,8,19,9,2018,3,38,262,2
2018-09-19,9,47,2018-09-19 09:00:00,9,19,9,2018,3,38,262,2
2018-09-19,10,30,2018-09-19 10:00:00,10,19,9,2018,3,38,262,2
2018-09-19,11,36,2018-09-19 11:00:00,11,19,9,2018,3,38,262,2
2018-09-19,12,54,2018-09-19 12:00:00,12,19,9,2018,3,38,262,2
2018-09-19,13,24,2018-09-19 13:00:00,13,19,9,2018,3,38,262,2
2018-09-19,14,65,2018-09-19 14:00:00,14,19,9,2018,3,38,262,2
2018-09-19,15,9,2018-09-19 15:00:00,15,19,9,2018,3,38,262,2
2018-09-19,16,79,2018-09-19 16:00:00,16,19,9,2018,3,38,262,2
2018-09-19,17,90,2018-09-19 17:00:00,17,19,9,2018,3,38,262,2
2018-09-19,18,46,2018-09-19 18:00:00,18,19,9,2018,3,38,262,2
2018-09-19,19,53,2018-09-19 19:00:00,19,19,9,2018,3,38,262,2
2018-09-19,20,64,2018-09-19 20:00:00,20,19,9,2018,3,38,262,2
2018-09-19,22,18,2018-09-19 22:00:00,22,19,9,2018,3,38,262,2
2018-09-19,23,99,2018-09-19 23:00:00,23,19,9,2018,3,38,262,2
2018-09-20,6,5,2018-09-20 06:00:00,6,20,9,2018,3,38,263,3
2018-09-20,7,84,2018-09-20 07:00:00,7,20,9,2018,3,38,263,3
2018-09-20,8,27,2018-09-20 08:00:00,8,20,9,2018,3,38,263,3
2018-09-20,9,94,2018-09-20 09:00:00,9,20,9,2018,3,38,263,3
2018-09-20,10,81,2018-09-20 10:00:00,10,20,9,2018,3,38,263,3
2018-09-20,11,43,2018-09-20 11:00:00,11,20,9,2018,3,38,263,3
2018-09-20,12,76,2018-09-20 12:00:00,12,20,9,2018,3,38,263,3
2018-09-20,13,79,2018-09-20 13:00:00,13,20,9,2018,3,38,263,3
2018-09-20,14,86,2018-09-20 14:00:00,14,20,9,2018,3,38,263,3
2018-09-20,15,30,2018-09-20 15:00:00,15,20,9,2018,3,38,263,3
2018-09-20,16,89,2018-09-20 16:00:00,16,20,9,2018,3,38,263,3
2018-09-20,18,91,2018-09-20 18:00:00,18,20,9,2018,3,38,263,3
2018-09-20,21,65,2018-09-20 21:00:00,21,20,9,2018,3,38,263,3
2018-09-21,9,64,2018-09-21 09:00:00,9,21,9,2018,3,38,264,4
2018-09-21,10,100,2018-09-21 10:00:00,10,21,9,2018,3,38,264,4
2018-09-21,11,54,2018-09-21 11:00:00,11,21,9,2018,3,38,264,4
2018-09-21,12,95,2018-09-21 12:00:00,12,21,9,2018,3,38,264,4
2018-09-21,13,6,2018-09-21 13:00:00,13,21,9,2018,3,38,264,4
2018-09-21,14,89,2018-09-21 14:00:00,14,21,9,2018,3,38,264,4
2018-09-21,15,45,2018-09-21 15:00:00,15,21,9,2018,3,38,264,4
2018-09-21,16,18,2018-09-21 16:00:00,16,21,9,2018,3,38,264,4
2018-09-21,17,26,2018-09-21 17:00:00,17,21,9,2018,3,38,264,4
2018-09-21,19,90,2018-09-21 19:00:00,19,21,9,2018,3,38,264,4
2018-09-21,20,77,2018-09-21 20:00:00,20,21,9,2018,3,38,264,4
2018-09-21,21,1,2018-09-21 21:00:00,21,21,9,2018,3,38,264,4
2018-09-21,23,55,2018-09-21 23:00:00,23,21,9,2018,3,38,264,4
2018-09-22,9,84,2018-09-22 09:00:00,9,22,9,2018,3,38,265,5
2018-09-22,10,34,2018-09-22 10:00:00,10,22,9,2018,3,38,265,5
2018-09-22,11,58,2018-09-22 11:00:00,11,22,9,2018,3,38,265,5
2018-09-22,12,45,2018-09-22 12:00:00,12,22,9,2018,3,38,265,5
2018-09-22,13,32,2018-09-22 13:00:00,13,22,9,2018,3,38,265,5
2018-09-22,14,45,2018-09-22 14:00:00,14,22,9,2018,3,38,265,5
2018-09-22,15,77,2018-09-22 15:00:00,15,22,9,2018,3,38,265,5
2018-09-22,16,130,2018-09-22 16:00:00,16,22,9,2018,3,38,265,5
2018-09-22,17,65,2018-09-22 17:00:00,17,22,9,2018,3,38,265,5
2018-09-22,18,29,2018-09-22 18:00:00,18,22,9,2018,3,38,265,5
2018-09-22,19,41,2018-09-22 19:00:00,19,22,9,2018,3,38,265,5
2018-09-22,20,89,2018-09-22 20:00:00,20,22,9,2018,3,38,265,5
2018-09-22,21,85,2018-09-22 21:00:00,21,22,9,2018,3,38,265,5
2018-09-22,22,77,2018-09-22 22:00:00,22,22,9,2018,3,38,265,5
2018-09-22,23,41,2018-09-22 23:00:00,23,22,9,2018,3,38,265,5
2018-09-23,2,21,2018-09-23 02:00:00,2,23,9,2018,3,38,266,6
2018-09-23,3,33,2018-09-23 03:00:00,3,23,9,2018,3,38,266,6
2018-09-23,4,26,2018-09-23 04:00:00,4,23,9,2018,3,38,266,6
2018-09-23,7,69,2018-09-23 07:00:00,7,23,9,2018,3,38,266,6
2018-09-23,8,64,2018-09-23 08:00:00,8,23,9,2018,3,38,266,6
2018-09-23,9,61,2018-09-23 09:00:00,9,23,9,2018,3,38,266,6
2018-09-23,10,114,2018-09-23 10:00:00,10,23,9,2018,3,38,266,6
2018-09-23,11,92,2018-09-23 11:00:00,11,23,9,2018,3,38,266,6
2018-09-23,12,98,2018-09-23 12:00:00,12,23,9,2018,3,38,266,6
2018-09-23,13,20,2018-09-23 13:00:00,13,23,9,2018,3,38,266,6
2018-09-23,14,62,2018-09-23 14:00:00,14,23,9,2018,3,38,266,6
2018-09-23,15,92,2018-09-23 15:00:00,15,23,9,2018,3,38,266,6
2018-09-23,16,35,2018-09-23 16:00:00,16,23,9,2018,3,38,266,6
2018-09-23,17,26,2018-09-23 17:00:00,17,23,9,2018,3,38,266,6
2018-09-23,18,109,2018-09-23 18:00:00,18,23,9,2018,3,38,266,6
2018-09-23,19,41,2018-09-23 19:00:00,19,23,9,2018,3,38,266,6
2018-09-23,20,19,2018-09-23 20:00:00,20,23,9,2018,3,38,266,6
2018-09-24,6,61,2018-09-24 06:00:00,6,24,9,2018,3,39,267,0
2018-09-24,7,23,2018-09-24 07:00:00,7,24,9,2018,3,39,267,0
2018-09-24,8,93,2018-09-24 08:00:00,8,24,9,2018,3,39,267,0
2018-09-24,9,18,2018-09-24 09:00:00,9,24,9,2018,3,39,267,0
2018-09-24,10,81,2018-09-24 10:00:00,10,24,9,2018,3,39,267,0
2018-09-24,11,73,2018-09-24 11:00:00,11,24,9,2018,3,39,267,0
2018-09-24,12,43,2018-09-24 12:00:00,12,24,9,2018,3,39,267,0
2018-09-24,13,82,2018-09-24 13:00:00,13,24,9,2018,3,39,267,0
2018-09-24,14,45,2018-09-24 14:00:00,14,24,9,2018,3,39,267,0
2018-09-24,15,62,2018-09-24 15:00:00,15,24,9,2018,3,39,267,0
2018-09-24,16,16,2018-09-24 16:00:00,16,24,9,2018,3,39,267,0
2018-09-24,17,19,2018-09-24 17:00:00,17,24,9,2018,3,39,267,0
2018-09-24,18,89,2018-09-24 18:00:00,18,24,9,2018,3,39,267,0
2018-09-24,19,23,2018-09-24 19:00:00,19,24,9,2018,3,39,267,0
2018-09-24,20,87,2018-09-24 20:00:00,20,24,9,2018,3,39,267,0
2018-09-24,21,90,2018-09-24 21:00:00,21,24,9,2018,3,39,267,0
2018-09-25,7,74,2018-09-25 07:00:00,7,25,9,2018,3,39,268,1
2018-09-25,10,25,2018-09-25 10:00:00,10,25,9,2018,3,39,268,1
2018-09-25,15,2,2018-09-25 15:00:00,15,25,9,2018,3,39,268,1
2018-09-25,16,37,2018-09-25 16:00:00,16,25,9,2018,3,39,268,1
2018-09-25,17,8,2018-09-25 17:00:00,17,25,9,2018,3,39,268,1
2018-09-25,18,23,2018-09-25 18:00:00,18,25,9,2018,3,39,268,1
2018-09-25,19,65,2018-09-25 19:00:00,19,25,9,2018,3,39,268,1
2018-09-25,21,66,2018-09-25 21:00:00,21,25,9,2018,3,39,268,1
2018-09-25,22,72,2018-09-25 22:00:00,22,25,9,2018,3,39,268,1
2018-09-26,6,24,2018-09-26 06:00:00,6,26,9,2018,3,39,269,2
2018-09-26,8,46,2018-09-26 08:00:00,8,26,9,2018,3,39,269,2
2018-09-26,9,51,2018-09-26 09:00:00,9,26,9,2018,3,39,269,2
2018-09-26,11,33,2018-09-26 11:00:00,11,26,9,2018,3,39,269,2
2018-09-26,12,10,2018-09-26 12:00:00,12,26,9,2018,3,39,269,2
2018-09-26,13,76,2018-09-26 13:00:00,13,26,9,2018,3,39,269,2
2018-09-26,14,60,2018-09-26 14:00:00,14,26,9,2018,3,39,269,2
2018-09-26,15,61,2018-09-26 15:00:00,15,26,9,2018,3,39,269,2
2018-09-26,16,45,2018-09-26 16:00:00,16,26,9,2018,3,39,269,2
2018-09-26,17,53,2018-09-26 17:00:00,17,26,9,2018,3,39,269,2
2018-09-26,18,82,2018-09-26 18:00:00,18,26,9,2018,3,39,269,2
2018-09-26,19,6,2018-09-26 19:00:00,19,26,9,2018,3,39,269,2
2018-09-26,21,40,2018-09-26 21:00:00,21,26,9,2018,3,39,269,2
2018-09-27,6,22,2018-09-27 06:00:00,6,27,9,2018,3,39,270,3
2018-09-27,7,67,2018-09-27 07:00:00,7,27,9,2018,3,39,270,3
2018-09-27,8,87,2018-09-27 08:00:00,8,27,9,2018,3,39,270,3
2018-09-27,9,82,2018-09-27 09:00:00,9,27,9,2018,3,39,270,3
2018-09-27,11,23,2018-09-27 11:00:00,11,27,9,2018,3,39,270,3
2018-09-27,12,18,2018-09-27 12:00:00,12,27,9,2018,3,39,270,3
2018-09-27,13,62,2018-09-27 13:00:00,13,27,9,2018,3,39,270,3
2018-09-27,14,65,2018-09-27 14:00:00,14,27,9,2018,3,39,270,3
2018-09-27,15,15,2018-09-27 15:00:00,15,27,9,2018,3,39,270,3
2018-09-27,16,73,2018-09-27 16:00:00,16,27,9,2018,3,39,270,3
2018-09-27,17,99,2018-09-27 17:00:00,17,27,9,2018,3,39,270,3
2018-09-27,18,34,2018-09-27 18:00:00,18,27,9,2018,3,39,270,3
2018-09-27,19,59,2018-09-27 19:00:00,19,27,9,2018,3,39,270,3
2018-09-27,20,24,2018-09-27 20:00:00,20,27,9,2018,3,39,270,3
2018-09-27,21,68,2018-09-27 21:00:00,21,27,9,2018,3,39,270,3
2018-09-27,22,60,2018-09-27 22:00:00,22,27,9,2018,3,39,270,3
2018-09-28,0,21,2018-09-28 00:00:00,0,28,9,2018,3,39,271,4
2018-09-28,5,9,2018-09-28 05:00:00,5,28,9,2018,3,39,271,4
2018-09-28,6,41,2018-09-28 06:00:00,6,28,9,2018,3,39,271,4
2018-09-28,7,90,2018-09-28 07:00:00,7,28,9,2018,3,39,271,4
2018-09-28,8,42,2018-09-28 08:00:00,8,28,9,2018,3,39,271,4
2018-09-28,9,21,2018-09-28 09:00:00,9,28,9,2018,3,39,271,4
2018-09-28,10,33,2018-09-28 10:00:00,10,28,9,2018,3,39,271,4
2018-09-28,11,58,2018-09-28 11:00:00,11,28,9,2018,3,39,271,4
2018-09-28,12,86,2018-09-28 12:00:00,12,28,9,2018,3,39,271,4
2018-09-28,13,47,2018-09-28 13:00:00,13,28,9,2018,3,39,271,4
2018-09-28,14,20,2018-09-28 14:00:00,14,28,9,2018,3,39,271,4
2018-09-28,15,67,2018-09-28 15:00:00,15,28,9,2018,3,39,271,4
2018-09-28,16,20,2018-09-28 16:00:00,16,28,9,2018,3,39,271,4
2018-09-28,17,55,2018-09-28 17:00:00,17,28,9,2018,3,39,271,4
2018-09-28,18,75,2018-09-28 18:00:00,18,28,9,2018,3,39,271,4
2018-09-28,19,16,2018-09-28 19:00:00,19,28,9,2018,3,39,271,4
2018-09-28,20,66,2018-09-28 20:00:00,20,28,9,2018,3,39,271,4
2018-09-28,21,86,2018-09-28 21:00:00,21,28,9,2018,3,39,271,4
2018-09-28,22,18,2018-09-28 22:00:00,22,28,9,2018,3,39,271,4
2018-09-28,23,61,2018-09-28 23:00:00,23,28,9,2018,3,39,271,4
2018-09-29,0,67,2018-09-29 00:00:00,0,29,9,2018,3,39,272,5
2018-09-29,2,78,2018-09-29 02:00:00,2,29,9,2018,3,39,272,5
2018-09-29,3,98,2018-09-29 03:00:00,3,29,9,2018,3,39,272,5
2018-09-29,8,31,2018-09-29 08:00:00,8,29,9,2018,3,39,272,5
2018-09-29,9,95,2018-09-29 09:00:00,9,29,9,2018,3,39,272,5
2018-09-29,10,87,2018-09-29 10:00:00,10,29,9,2018,3,39,272,5
2018-09-29,11,109,2018-09-29 11:00:00,11,29,9,2018,3,39,272,5
2018-09-29,12,103,2018-09-29 12:00:00,12,29,9,2018,3,39,272,5
2018-09-29,13,107,2018-09-29 13:00:00,13,29,9,2018,3,39,272,5
2018-09-29,14,106,2018-09-29 14:00:00,14,29,9,2018,3,39,272,5
2018-09-29,15,37,2018-09-29 15:00:00,15,29,9,2018,3,39,272,5
2018-09-29,16,91,2018-09-29 16:00:00,16,29,9,2018,3,39,272,5
2018-09-29,17,52,2018-09-29 17:00:00,17,29,9,2018,3,39,272,5
2018-09-29,18,22,2018-09-29 18:00:00,18,29,9,2018,3,39,272,5
2018-09-29,19,73,2018-09-29 19:00:00,19,29,9,2018,3,39,272,5
2018-09-29,20,63,2018-09-29 20:00:00,20,29,9,2018,3,39,272,5
2018-09-29,21,27,2018-09-29 21:00:00,21,29,9,2018,3,39,272,5
2018-09-29,22,21,2018-09-29 22:00:00,22,29,9,2018,3,39,272,5
2018-09-29,23,88,2018-09-29 23:00:00,23,29,9,2018,3,39,272,5
2018-09-30,1,8,2018-09-30 01:00:00,1,30,9,2018,3,39,273,6
2018-09-30,2,97,2018-09-30 02:00:00,2,30,9,2018,3,39,273,6
2018-09-30,10,67,2018-09-30 10:00:00,10,30,9,2018,3,39,273,6
2018-09-30,12,46,2018-09-30 12:00:00,12,30,9,2018,3,39,273,6
2018-09-30,13,91,2018-09-30 13:00:00,13,30,9,2018,3,39,273,6
2018-09-30,14,22,2018-09-30 14:00:00,14,30,9,2018,3,39,273,6
2018-09-30,21,48,2018-09-30 21:00:00,21,30,9,2018,3,39,273,6
2018-10-01,1,65,2018-10-01 01:00:00,1,1,10,2018,4,40,274,0
2018-10-01,5,15,2018-10-01 05:00:00,5,1,10,2018,4,40,274,0
2018-10-01,6,64,2018-10-01 06:00:00,6,1,10,2018,4,40,274,0
2018-10-01,7,19,2018-10-01 07:00:00,7,1,10,2018,4,40,274,0
2018-10-01,8,44,2018-10-01 08:00:00,8,1,10,2018,4,40,274,0
2018-10-01,9,90,2018-10-01 09:00:00,9,1,10,2018,4,40,274,0
2018-10-01,10,35,2018-10-01 10:00:00,10,1,10,2018,4,40,274,0
2018-10-01,11,57,2018-10-01 11:00:00,11,1,10,2018,4,40,274,0
2018-10-01,12,46,2018-10-01 12:00:00,12,1,10,2018,4,40,274,0
2018-10-01,13,78,2018-10-01 13:00:00,13,1,10,2018,4,40,274,0
2018-10-01,14,56,2018-10-01 14:00:00,14,1,10,2018,4,40,274,0
2018-10-01,15,50,2018-10-01 15:00:00,15,1,10,2018,4,40,274,0
